codigo,descripcion,prec,tipo,arriba,abajo,categoria,proveedor,ean
20110007,CC.CANCAT SILICA NEUTRA 004,300,accesorio,0,0,COLLARES EN SUELA,tfs,
20110008,"CC.CANCAT SILICA CITRICO3,81  004",320,accesorio,0,0,COLLARES EN SUELA,tfs,
20110009,"CC.CANCAT SILICA LIMON3,81  006",320,accesorio,0,0,COLLARES EN SUELA,tfs,
20110010,"CC.CANCAT SILICA ROSAS 3,81  007",320,accesorio,0,0,COLLARES EN SUELA,tfs,
20110011,"CC.CANCAT SILICA LAVANDA 3,81  003",320,accesorio,0,0,COLLARES EN SUELA,tfs,
20480004,PK. Pinopack rascador - aro,700,accesorio,0,0,COLLARES EN SUELA,tfs,
20480005,PK. Pinopack rascador - sin fin,700,accesorio,0,0,COLLARES EN SUELA,tfs,
20480006,PK. Pinopack rascador - nube,450,accesorio,0,0,COLLARES EN SUELA,tfs,
20480007,PK. Pinopack rascador - gusano,450,accesorio,0,0,COLLARES EN SUELA,tfs,
20480008,PK. Pinopack rascador - rampa,400,accesorio,0,0,COLLARES EN SUELA,tfs,
20610001,VS. Piedra gato - stonecat 4kg,210,accesorio,0,0,COLLARES EN SUELA,tfs,
20640004,ZT. Zootec rascador,240,accesorio,0,0,COLLARES EN SUELA,tfs,
20640005,ZT. Zootec rascador rampa,690,accesorio,0,0,COLLARES EN SUELA,tfs,
22410001,OS. Osspret shampoo mix frutal 250ml,210,accesorio,0,0,COLLARES EN SUELA,tfs,
22410002,OS. Osspret shampoo algas 250ml,210,accesorio,0,0,COLLARES EN SUELA,tfs,
22410003,OS. Osspret shampoo cachorros 250ml,210,accesorio,0,0,COLLARES EN SUELA,tfs,
22410004,OS. Osspret enjuague reacondicionador 250ml,250,accesorio,0,0,COLLARES EN SUELA,tfs,
22410005,OS. Osspret enjuague reacondicionador especial 250ml,250,accesorio,0,0,COLLARES EN SUELA,tfs,
22410006,OS. Osspret shampoo máximo color blanco 250ml,230,accesorio,0,0,COLLARES EN SUELA,tfs,
22410007,OS. Osspret shampoo máximo color negro 250ml,230,accesorio,0,0,COLLARES EN SUELA,tfs,
22410008,OS. Osspret shampoo máximo color bronce 250ml,230,accesorio,0,0,COLLARES EN SUELA,tfs,
22410009,OS. Osspret shampoo tradicional 250ml,210,accesorio,0,0,COLLARES EN SUELA,tfs,
22410011,OS. Osspret shampoo potenciado,250,accesorio,0,0,COLLARES EN SUELA,tfs,
23140002,CY. Cynthilab repelente a otra parte - rociador,480,accesorio,0,0,COLLARES EN SUELA,tfs,
23140003,CY. Cynthilab repelente a otra parte - concentrado 600ml,420,accesorio,0,0,COLLARES EN SUELA,tfs,
p1,PAÑO PET GRANDE X BOLSA,210,accesorio,0,0,60x90 ,panopet,
p2,PAÑO PET CHICO X BOLSA,190,accesorio,0,0,45 x 55,panopet,
p3,CARPET PET CHICA,1600,accesorio,0,0,50x 35,panopet,
p4,CARPET PETGRANDE,1800,accesorio,0,0,70 x 53,panopet,
p5,cubo de tela,900,accesorio,0,0,,panopet,
p6,Colchoneta ,800,accesorio,0,0,,panopet,
